case_type,pending_days,evidence_pages,witness_count,priority_level,judge_load,delay_risk
Corporate,1784,4386,13,Medium,13,0
Criminal,2199,1976,30,High,17,0
Corporate,1333,919,32,Critical,115,0
Corporate,2615,3497,36,High,99,0
Property,1209,1764,19,Critical,102,0
Civil,2453,4393,22,High,25,0
Corporate,111,2273,1,High,28,0
Family,521,3681,11,Medium,10,0
Tax,2433,2980,26,High,110,0
Civil,2055,1653,48,Critical,43,0
Civil,954,881,19,High,102,0
Civil,1326,4721,19,Medium,100,0
Property,1633,1033,12,High,54,0
Corporate,1626,3319,3,Critical,72,0
Property,152,1526,18,High,103,0
Corporate,737,3225,49,Medium,15,0
Property,2407,4823,5,Medium,45,0
Property,1020,997,48,Medium,112,0
Tax,2400,3481,24,Medium,75,0
Family,2847,1837,14,Low,115,0
Property,2070,3704,38,Medium,87,0
Tax,2510,4078,3,High,17,0
Criminal,739,2654,6,High,76,0
Family,823,4921,12,High,108,0
Property,741,4835,11,High,36,0
Civil,2616,3686,39,Low,43,0
Criminal,2678,968,26,Low,37,0
Criminal,1747,493,1,Low,40,0
Tax,286,587,16,High,26,0
Criminal,1242,3452,48,Critical,92,0
Family,900,4043,49,Critical,115,0
Property,2976,2278,47,High,117,0
Property,1761,3164,9,Medium,64,0
Civil,838,4330,5,Medium,84,0
Tax,2754,2002,8,High,18,0
Civil,300,1116,21,Medium,103,0
Criminal,1573,3590,33,Medium,66,0
Civil,579,3410,39,Critical,54,0
Family,1167,2692,43,High,15,0
Property,597,3666,20,Low,23,0
Criminal,388,2439,45,Critical,40,0
Civil,1703,4299,22,High,63,0
Tax,1667,3368,13,High,20,0
Family,1387,693,39,Critical,78,0
Family,1742,2822,11,Medium,104,0
Civil,1392,2389,18,Medium,11,0
Property,827,4550,30,Critical,112,0
Civil,1314,1086,33,High,26,0
Criminal,916,707,44,Low,111,0
Civil,1788,88,3,High,119,0
Family,1252,2123,1,Low,45,0
Civil,2288,439,36,Low,12,0
Property,316,4018,6,High,72,0
Tax,1745,2617,37,High,52,0
Corporate,1815,4358,29,High,102,0
Civil,772,2144,11,Low,42,0
Property,1535,3912,13,Medium,87,0
Property,2070,459,11,Low,111,0
Tax,1076,1306,38,Low,38,0
Family,325,1228,25,Low,32,0
Property,2083,1098,15,Critical,68,0
Property,2627,2583,13,Medium,90,0
Property,710,3643,42,Low,58,0
Property,1921,1273,33,Low,64,0
Criminal,824,3377,13,Critical,84,0
Criminal,232,3229,38,Low,37,0
Family,354,3569,24,Medium,80,0
Civil,2902,634,20,Low,118,0
Property,2321,3098,44,Medium,113,0
Tax,356,2743,17,Medium,81,0
Civil,1016,3510,24,High,114,0
Tax,790,3563,26,Critical,102,0
Civil,1066,4535,40,Critical,34,0
Family,936,1920,32,Critical,16,0
Property,1433,4391,29,High,95,0
Property,394,1732,14,High,82,0
Corporate,1274,2349,37,Medium,84,0
Tax,2150,3639,22,Critical,43,0
Civil,1678,1214,34,High,100,0
Civil,1099,4926,27,High,31,0
Criminal,303,1398,28,High,76,0
Corporate,2285,1332,22,Medium,59,0
Criminal,1982,2935,43,Low,57,0
Criminal,1914,769,3,High,113,0
Criminal,153,320,22,High,81,0
Tax,1382,4715,48,High,79,0
Tax,2620,4002,21,Critical,66,0
Family,1721,4644,16,Critical,34,0
Family,2137,3857,9,High,75,0
Criminal,2976,297,13,Medium,25,0
Corporate,2963,4778,10,Low,67,0
Civil,2859,2578,49,Critical,50,0
Tax,471,3937,21,Low,60,0
Corporate,1270,2181,49,High,30,0
Property,940,4695,42,Critical,88,0
Tax,1055,1409,40,Low,65,0
Tax,1589,710,7,High,107,0
Family,1771,4752,46,Critical,56,0
Civil,2909,3488,22,High,52,0
Civil,1764,1868,18,Critical,93,0
Property,655,4938,21,Low,117,0
Property,1720,4990,14,Low,40,0
Tax,1027,3836,10,Critical,24,0
Criminal,2811,959,33,Medium,57,0
Family,120,3202,9,High,71,0
Family,2244,3329,18,Low,101,0
Tax,236,2070,13,Medium,79,0
Corporate,1118,1766,17,Critical,12,0
Criminal,1941,2471,23,Low,47,0
Tax,545,44,25,Low,96,0
Criminal,1210,2576,16,High,67,0
Criminal,1822,80,24,Medium,76,0
Criminal,2824,142,31,High,54,0
Tax,2383,2122,11,Critical,53,0
Family,1931,1206,23,Low,17,0
Family,2035,1750,41,Medium,75,0
Criminal,424,4661,39,High,80,0
Corporate,1127,4109,22,Medium,70,0
Civil,216,2492,33,Critical,26,0
Tax,1627,2985,41,Low,80,0
Civil,1621,2297,42,Medium,106,0
Corporate,2700,4107,48,Critical,45,0
Tax,759,2984,18,Critical,77,0
Criminal,269,1330,14,Low,117,0
Family,2610,174,28,High,89,0
Civil,170,2232,11,Low,30,0
Property,168,3273,24,Low,91,0
Property,2536,1282,36,Medium,55,0
Corporate,99,1382,19,Medium,55,0
Criminal,414,957,13,High,101,0
Civil,659,531,33,Critical,116,0
Criminal,2275,206,19,Medium,25,0
Civil,234,1865,47,High,31,0
Corporate,1779,1722,32,Low,15,0
Corporate,597,410,15,Critical,103,0
Property,1011,674,11,Low,65,0
Criminal,834,4291,23,Critical,54,0
Tax,1740,2841,5,Medium,67,0
Property,2936,783,22,Low,37,0
Criminal,911,3420,42,Low,26,0
Property,2065,4826,18,Critical,45,0
Tax,1003,3287,7,High,21,0
Family,669,1105,33,Critical,59,0
Family,1484,1949,3,Medium,68,0
Family,354,4396,28,High,113,0
Family,471,1983,1,Low,21,0
Civil,833,1805,49,Low,109,0
Family,2365,2294,47,Low,71,0
Tax,255,2706,37,Medium,49,0
Corporate,1117,2988,22,Low,102,0
Corporate,996,4592,48,Low,11,0
Civil,589,735,44,High,102,0
Family,743,262,19,Medium,103,0
Family,527,3935,14,Low,109,0
Family,2926,1543,3,High,117,0
Property,2137,857,19,Low,34,0
Criminal,286,3343,33,High,94,0
Property,606,2973,21,Low,95,0
Criminal,2316,1365,1,Medium,83,0
Family,67,2443,26,Critical,40,0
Family,2102,2048,10,Medium,56,0
Property,439,1452,35,High,69,0
Property,490,259,13,Low,82,0
Criminal,1470,158,6,Medium,114,0
Corporate,2434,3213,43,Low,112,0
Criminal,412,439,6,Medium,107,0
Property,1862,323,35,High,112,0
Tax,598,2182,16,Critical,50,0
Property,1101,2046,41,Medium,59,0
Tax,462,4122,8,Low,32,0
Civil,85,2246,3,Low,21,0
Property,2654,1188,5,Low,80,0
Civil,2345,435,21,High,105,0
Corporate,2146,2733,31,High,92,0
Criminal,1781,169,14,Critical,31,0
Tax,2077,2464,37,Low,65,0
Criminal,931,858,19,Critical,25,0
Civil,1654,1716,37,Low,67,0
Tax,2870,4359,20,Medium,81,0
Criminal,286,1930,2,Medium,103,0
Property,701,1441,7,Medium,60,0
Family,519,4994,33,Low,15,0
Civil,2823,3021,42,Medium,11,0
Criminal,2126,1340,6,Low,71,0
Civil,1712,4055,7,Critical,107,0
Civil,345,1543,44,High,102,0
Tax,2490,3898,18,Medium,113,0
Tax,463,572,43,Low,51,0
Family,1055,3776,29,Low,52,0
Property,2005,3691,19,Critical,61,0
Civil,2009,501,25,Critical,67,0
Criminal,1419,619,4,High,29,0
Corporate,449,1184,13,Critical,65,0
Civil,1626,4698,32,High,76,0
Civil,1614,4252,27,High,68,0
Family,873,1023,34,Critical,57,0
Property,1497,2002,28,High,44,0
Corporate,2993,1654,9,Medium,17,0
Tax,463,3017,8,High,85,0
Tax,2720,706,21,Low,118,0
Criminal,1608,3434,46,Low,116,0
Corporate,2134,1779,30,Low,41,0
Tax,993,4957,29,Critical,102,0
Criminal,1006,2500,9,Low,54,0
Property,75,1357,13,Critical,94,0
Criminal,1223,134,18,Low,76,0
Tax,446,3977,38,High,111,0
Family,877,588,22,Critical,36,0
Family,2216,1573,31,Low,12,0
Family,276,2709,35,High,66,0
Tax,259,4610,42,Critical,74,0
Family,821,3360,42,High,119,0
Corporate,666,3008,10,High,29,0
Property,2451,3171,9,High,80,0
Criminal,767,3547,31,Critical,50,0
Criminal,1118,3035,44,Critical,10,0
Tax,117,841,40,Medium,83,0
Family,742,3594,24,Medium,118,0
Family,1779,3807,41,Medium,85,0
Civil,1257,1628,49,Medium,13,0
Property,1966,579,8,Critical,80,0
Corporate,1435,4083,20,Medium,19,0
Criminal,630,4455,17,Low,95,0
Civil,1529,631,28,Medium,98,0
Civil,2616,2183,6,Low,38,0
Tax,243,1901,42,Low,112,0
Criminal,2151,4189,33,High,24,0
Tax,2138,3883,28,High,28,0
Corporate,727,3728,1,High,112,0
Civil,1272,1729,41,Medium,67,0
Civil,2089,1781,35,Critical,119,0
Property,2891,1712,24,Low,62,0
Corporate,2109,1265,6,Critical,55,0
Civil,1213,145,7,Critical,27,0
Corporate,1030,4772,9,Medium,115,0
Criminal,266,1219,37,Critical,12,0
Family,1234,2731,16,Critical,79,0
Civil,2635,3466,34,High,31,0
Property,1511,1010,35,High,64,0
Criminal,1133,3085,35,Low,73,0
Corporate,676,4974,20,Low,50,0
Tax,2897,1541,23,High,119,0
Criminal,502,4748,42,Medium,104,0
Civil,141,2518,35,Medium,94,0
Corporate,1875,2585,47,Low,17,0
Family,1684,4810,46,High,74,0
Criminal,412,2617,23,Medium,12,0
Civil,46,135,4,Critical,38,0
Property,522,1051,10,Low,79,0
Tax,1926,1261,43,Low,106,0
Corporate,1539,1762,11,Critical,27,0
Criminal,146,3658,40,Critical,115,0
Criminal,1608,4419,9,Low,67,0
Family,909,4110,40,Critical,10,0
Family,2192,1995,12,Medium,31,0
Property,1848,4203,17,Low,104,0
Tax,1602,4423,32,Medium,32,0
Property,2891,4917,23,Low,17,0
Civil,1678,183,15,Medium,38,0
Civil,673,3330,28,High,53,0
Property,1389,3408,38,Medium,119,0
Tax,365,1015,5,Critical,71,0
Property,2999,1897,40,High,28,0
Tax,176,1843,18,Low,68,0
Tax,151,4926,21,Medium,89,0
Corporate,110,2315,15,Low,28,0
Tax,2762,3284,3,High,110,0
Family,2739,1368,46,Critical,31,0
Tax,2452,1823,26,Critical,92,0
Tax,2140,2271,15,Critical,77,0
Tax,533,2920,45,Low,14,0
Civil,697,1613,20,Critical,14,0
Family,2526,452,21,Critical,34,0
Family,2945,3837,26,Low,33,0
Property,1474,4937,41,Low,10,0
Corporate,1375,1090,23,High,37,0
Tax,2757,4620,49,Critical,56,0
Criminal,1219,134,25,High,94,0
Corporate,1650,1459,4,Medium,69,0
Corporate,2010,1810,10,Medium,28,0
Family,1702,1014,22,Medium,96,0
Corporate,2538,4338,3,Medium,23,0
Tax,488,4751,19,Low,79,0
Tax,1242,4787,31,High,105,0
Civil,493,977,9,High,105,0
Tax,941,115,29,Low,17,0
Tax,2456,2174,37,Medium,46,0
Family,1055,651,46,High,95,0
Tax,2441,3704,7,Critical,81,0
Civil,101,1721,38,Low,111,0
Criminal,1480,717,24,Low,19,0
Family,2715,51,8,Critical,76,0
Criminal,1223,4894,34,Medium,22,0
Family,1878,568,26,Medium,48,0
Property,2414,2268,28,High,73,0
Corporate,2052,1913,28,Critical,39,0
Property,2272,2854,46,High,13,0
Tax,1041,1723,7,Medium,54,0
Criminal,682,1176,3,High,15,0
Tax,1328,363,22,Critical,25,0
Corporate,36,4092,38,Critical,31,0
Family,934,3482,46,Critical,100,0
Corporate,2058,2268,44,Medium,30,0
Civil,2643,964,18,Low,102,0
Corporate,645,3900,12,Low,74,0
Civil,1903,2070,31,Low,39,0
Corporate,2650,3305,39,High,33,0
Civil,2676,2875,5,Critical,73,0
Criminal,799,1350,44,Medium,22,0
Tax,2319,2023,41,Low,103,0
Tax,1596,3635,29,Low,35,0
Property,1515,1807,43,High,107,0
Tax,1470,2266,36,High,29,0
Family,795,3692,14,Low,70,0
Corporate,413,2175,44,Critical,15,0
Property,2468,3499,18,Critical,52,0
Family,2973,3040,7,High,58,0
Family,717,71,23,High,18,0
Civil,1179,2179,33,Critical,110,0
Tax,76,4410,45,High,46,0
Criminal,2002,3671,16,High,25,0
Criminal,2696,3935,37,Critical,13,0
Property,493,2132,25,Critical,41,0
Criminal,1902,2641,9,Medium,93,0
Corporate,152,4580,28,High,102,0
Criminal,2211,4749,9,High,104,0
Property,1672,1374,12,Medium,118,0
Criminal,870,3774,18,High,26,0
Corporate,1615,229,27,High,50,0
Civil,2926,257,26,Low,98,0
Property,2684,355,26,Low,54,0
Civil,1833,3858,10,Low,25,0
Civil,52,1596,17,Medium,29,0
Civil,595,519,32,High,51,0
Family,1939,1584,24,Medium,19,0
Tax,2843,810,43,Medium,61,0
Family,994,3560,48,High,69,0
Tax,2312,3142,8,Critical,57,0
Civil,1025,1155,30,Critical,32,0
Property,1217,3964,26,High,42,0
Tax,1824,2368,24,Critical,116,0
Corporate,855,4344,27,Low,86,0
Corporate,245,169,15,High,34,0
Criminal,686,3226,28,Medium,59,0
Tax,1143,3548,11,Low,110,0
Property,2017,1644,39,Medium,109,0
Family,340,2594,2,Critical,97,0
Civil,586,4448,9,High,79,0
Criminal,2334,4289,45,Low,88,0
Corporate,2610,3304,23,High,64,0
Family,1586,2128,33,Low,107,0
Family,81,3967,19,Low,77,0
Civil,1391,4934,13,Low,87,0
Tax,1224,2283,14,High,13,0
Corporate,1678,1632,32,Low,37,0
Property,2377,3835,49,Low,38,0
Family,701,4739,22,High,91,0
Civil,807,597,20,Medium,93,0
Property,861,442,33,Critical,57,0
Tax,2309,2783,5,High,114,0
Corporate,1890,1249,20,High,105,0
Tax,1559,3196,14,Low,81,0
Family,2105,773,27,High,116,0
Property,2002,4862,26,High,119,0
Property,1104,707,32,Critical,22,0
Property,1746,742,30,High,113,0
Family,1313,766,27,Low,119,0
Family,620,4357,26,Critical,52,0
Tax,2862,2732,18,High,18,0
Criminal,2697,727,45,Low,49,0
Tax,2016,454,23,Critical,55,0
Corporate,2663,4896,44,High,67,0
Civil,1031,503,47,Low,106,0
Property,2261,3538,24,Critical,65,0
Criminal,1076,1553,4,Low,21,0
Civil,2206,189,41,Critical,110,0
Criminal,2368,1040,3,High,34,0
Tax,1885,4984,43,Medium,119,0
Family,530,867,30,Critical,98,0
Property,2263,715,47,High,25,0
Tax,508,3366,16,Critical,60,0
Civil,1624,4033,7,Medium,89,0
Civil,2569,51,39,Low,112,0
Civil,542,196,22,Medium,108,0
Civil,2544,2984,41,Medium,96,0
Civil,2362,2132,31,Low,81,0
Criminal,630,3906,49,Medium,62,0
Tax,1470,1522,13,High,119,0
Property,1153,2335,41,Critical,61,0
Family,218,2664,41,Medium,76,0
Family,1018,85,29,Critical,33,0
Tax,2967,4248,28,Critical,116,0
Tax,1911,1948,44,Low,95,0
Family,417,604,19,Medium,23,0
Family,2318,1768,23,Low,31,0
Criminal,1835,2224,47,Low,107,0
Corporate,2063,3650,8,Critical,109,0
Property,1784,1912,25,High,40,0
Civil,2494,2449,38,Critical,94,0
Corporate,2253,3113,38,Low,67,0
Tax,416,993,35,Medium,78,0
Family,1524,4044,26,High,28,0
Corporate,882,2662,3,High,115,0
Property,2740,1462,2,Medium,62,0
Tax,481,4349,5,Medium,94,0
Civil,2354,1497,20,High,11,0
Civil,1788,790,12,Low,62,0
Property,242,325,38,High,76,0
Property,70,21,16,High,56,0
Family,1175,290,37,High,62,0
Civil,2371,4536,38,Low,66,0
Tax,629,3234,36,Medium,103,0
Corporate,2054,883,46,Medium,107,0
Tax,2618,2759,29,Medium,34,0
Criminal,2060,2934,35,Low,44,0
Criminal,1812,126,49,Low,38,0
Property,1881,3188,37,Medium,85,0
Family,2528,4664,21,Critical,96,0
Criminal,1809,2619,21,Critical,101,0
Civil,2867,2255,28,Medium,119,0
Tax,2411,2819,6,Critical,26,0
Tax,1934,1531,20,Critical,89,0
Property,2968,38,36,Medium,58,0
Corporate,2121,878,13,Medium,65,0
Property,173,1436,40,Low,82,0
Corporate,362,3052,11,Critical,12,0
Property,1027,4525,24,Critical,31,0
Property,1449,1446,19,Medium,104,0
Property,84,2551,23,High,23,0
Corporate,1360,4739,31,Medium,12,0
Corporate,2947,4771,37,Low,47,0
Property,1476,4883,37,High,96,0
Criminal,1470,4058,3,High,30,0
Family,2874,4133,34,High,60,0
Family,2402,2251,29,Low,33,0
Family,1763,2472,3,Critical,105,0
Corporate,1724,2866,15,Medium,54,0
Corporate,109,3222,7,Low,78,0
Criminal,1014,1836,3,Low,106,0
Family,2635,1800,47,High,53,0
Family,894,4123,43,High,56,0
Property,2794,724,16,Low,66,0
Corporate,1617,1361,45,Critical,28,0
Family,501,3482,34,High,43,0
Tax,2151,3610,20,Low,12,0
Criminal,1606,1179,44,High,48,0
Tax,1532,4646,39,Medium,101,0
Tax,618,3742,33,Medium,84,0
Criminal,1440,3458,14,Medium,69,0
Tax,1935,3580,42,High,19,0
Family,593,3102,35,High,49,0
Corporate,496,1735,11,Critical,11,0
Criminal,628,2263,20,Medium,119,0
Property,1674,1780,30,Critical,54,0
Tax,1021,4027,28,Low,112,0
Criminal,1962,1816,15,Low,36,0
Civil,2814,2695,38,Medium,62,0
Civil,2325,3256,13,Critical,18,0
Corporate,1634,63,47,High,112,0
Family,96,508,35,Critical,10,0
Corporate,2650,4296,47,Low,42,0
Corporate,2780,3168,24,Critical,47,0
Corporate,499,4743,1,Low,66,0
Corporate,2570,976,42,Low,42,0
Property,1754,2134,24,Critical,57,0
Property,2740,1135,27,High,12,0
Criminal,2363,1801,18,Low,41,0
Civil,1661,2846,26,Critical,86,0
Corporate,2389,670,29,Low,30,0
Criminal,2386,1896,8,Medium,77,0
Civil,804,360,44,High,26,0
Tax,1166,2970,26,Medium,51,0
Family,2041,3395,5,Low,77,0
Property,2533,2465,33,High,93,0
Tax,1516,2770,40,Critical,21,0
Civil,161,2164,5,Critical,99,0
Tax,959,1374,49,High,54,0
Family,958,3296,47,Medium,45,0
Civil,2198,468,36,Medium,89,0
Tax,1250,4192,13,High,60,0
Property,1535,4664,17,Critical,16,0
Property,663,817,13,High,42,0
Criminal,2974,3516,25,Medium,57,0
Tax,2849,4930,2,Low,75,0
Corporate,1092,2202,24,Critical,42,0
Tax,2643,3346,36,High,87,0
Civil,2589,665,25,Low,93,0
Civil,1214,739,34,Medium,110,0
Tax,318,1542,12,Critical,36,0
Family,2277,1089,19,High,56,0
Property,1841,4763,42,Medium,115,0
Civil,557,4907,30,High,94,0
Property,946,4694,37,High,75,0
Civil,1738,3095,43,Critical,52,0
Criminal,1436,3827,1,Medium,89,0
Corporate,1271,3381,3,Medium,28,0
Civil,1140,2176,49,Low,77,0
Property,828,4575,26,Medium,19,0
Criminal,1553,2333,15,Medium,31,0
Civil,41,3525,46,Critical,85,0
Family,862,4159,47,Low,75,0
Corporate,2918,652,48,Critical,11,0
Civil,2720,2219,28,Medium,114,0
Criminal,1271,3083,4,Low,117,0
Family,1702,2930,19,Critical,107,0
Tax,2183,642,24,Low,27,0
Criminal,720,380,40,Medium,89,0
Criminal,557,2387,6,Low,28,0
Family,1525,229,16,Low,98,0
Criminal,2923,3487,32,Low,39,0
Family,922,950,30,Medium,15,0
Civil,416,4604,35,Medium,36,0
Family,1279,3963,8,Low,24,0
Family,2558,4716,5,Critical,40,0
Corporate,1807,4889,37,Critical,53,0
Family,437,897,12,Medium,95,0
Family,1706,4815,25,High,85,0
Tax,927,2519,33,Critical,19,0
Civil,740,2543,39,Low,30,0
Corporate,2716,4371,24,High,56,0
Tax,1712,411,11,Medium,64,0
Property,2892,3922,42,Critical,104,0
Civil,947,2341,35,High,45,0
Civil,2280,4960,40,Medium,83,0
Property,446,4001,1,Medium,67,0
Family,445,158,8,Low,28,0
Tax,1501,122,23,Critical,96,0
Criminal,1565,503,20,High,73,0
Corporate,114,4339,32,Low,119,0
Criminal,196,4093,11,Critical,19,0
Property,2461,1868,7,High,58,0
Civil,2545,1904,30,Medium,63,0
Civil,1125,3225,48,Medium,70,0
Corporate,839,2181,39,Critical,68,0
Civil,1574,1484,13,Low,100,0
Civil,1846,663,42,High,116,0
Corporate,2550,3456,49,High,11,0
Tax,1022,4573,3,Medium,84,0
Tax,1311,630,7,Critical,17,0
Corporate,304,4322,43,Low,28,0
Property,1803,1563,13,Medium,89,0
Civil,2567,3559,37,Medium,77,0
Civil,1786,1486,25,Low,23,0
Property,2403,936,23,High,31,0
Tax,2606,1201,47,High,26,0
Family,921,2166,33,Critical,116,0
Family,118,2292,5,Medium,72,0
Family,2563,871,32,Critical,35,0
Tax,737,4556,30,High,108,0
Tax,2427,739,31,Low,45,0
Property,416,4700,13,High,54,0
Civil,2164,2034,42,High,39,0
Property,2384,3492,5,Medium,30,0
Property,1903,3662,23,High,29,0
Tax,1207,3890,1,Critical,51,0
Family,469,83,10,Low,99,0
Criminal,2817,4883,27,Medium,65,0
Civil,2341,579,8,Low,21,0
Tax,1006,1753,3,Critical,17,0
Family,764,689,19,Critical,108,0
Criminal,2498,3914,2,High,102,0
Criminal,2570,1562,49,Critical,115,0
Tax,662,1291,31,High,72,0
Corporate,1022,2435,48,Medium,65,0
Civil,2488,2811,10,Low,16,0
Criminal,202,4733,16,High,71,0
Tax,33,3074,37,High,70,0
Tax,2931,2478,20,Medium,19,0
Family,1693,3085,3,Critical,112,0
Corporate,2045,1183,35,High,59,0
Civil,1525,4579,34,Critical,29,0
Property,1090,2769,21,High,37,0
Family,2660,1968,36,Critical,23,0
Criminal,1084,79,32,High,85,0
Criminal,410,3122,18,Low,17,0
Family,1321,352,34,Low,16,0
Tax,2421,4191,38,Low,14,0
Criminal,1622,209,3,High,10,0
Corporate,195,3580,3,Critical,82,0
Civil,2777,315,27,Medium,117,0
Corporate,2419,2568,2,Medium,91,0
Criminal,1072,196,3,Medium,116,0
Property,1681,819,17,Low,115,0
Civil,1237,825,46,Low,19,0
Civil,574,1762,39,Low,67,0
Family,2269,234,38,Critical,74,0
Family,2397,1899,40,Low,69,0
Property,2657,2720,19,Critical,29,0
Tax,2552,616,19,Critical,67,0
Civil,2714,1737,44,Critical,52,0
Property,2504,1375,5,High,38,0
Family,126,4243,5,Medium,11,0
Family,2573,1312,14,Critical,35,0
Civil,2738,2618,27,Medium,84,0
Corporate,1331,3457,49,Critical,98,0
Criminal,2086,4734,48,Critical,107,0
Family,486,161,36,Low,68,0
Tax,1848,3236,40,Medium,114,0
Tax,302,2859,35,Critical,10,0
Family,1061,4360,21,Medium,40,0
Corporate,237,3533,5,Low,47,0
Corporate,1967,2770,24,Critical,31,0
Property,1690,1734,39,Low,75,0
Tax,1176,1155,24,Critical,56,0
Property,1086,3741,40,Low,10,0
Tax,1566,1929,43,Low,97,0
Criminal,233,2267,46,High,59,0
Criminal,2595,4536,13,Critical,45,0
Civil,1862,4122,38,Critical,54,0
Property,2594,1568,45,Critical,45,0
Family,472,2659,1,Medium,43,0
Property,718,4786,43,High,18,0
Family,2927,4531,39,Medium,85,0
Corporate,862,2851,10,Critical,119,0
Property,2416,1026,2,High,93,0
Corporate,1491,3241,16,Low,13,0
Criminal,1189,3082,37,High,88,0
Criminal,416,4543,16,Low,72,0
Civil,2071,3072,23,Critical,13,0
Property,2583,4449,26,Critical,14,0
Corporate,1378,2339,16,Low,19,0
Family,1748,3559,27,High,117,0
Criminal,709,2386,47,Medium,53,0
Criminal,719,546,41,High,49,0
Family,2962,2827,30,Low,45,0
Corporate,1598,1215,33,Low,44,0
Corporate,2700,1773,32,Medium,68,0
Property,1199,1692,9,Medium,74,0
Property,922,2048,11,Medium,91,0
Tax,982,1674,37,Low,40,0
Tax,1284,4569,6,Critical,55,0
Civil,813,4861,30,High,58,0
Criminal,2076,4061,40,Medium,15,0
Property,1901,867,15,Low,79,0
Corporate,524,887,48,High,115,0
Family,776,793,30,Medium,28,0
Corporate,2514,562,18,Critical,105,0
Criminal,1884,4437,12,High,51,0
Tax,2422,805,4,High,39,0
Corporate,2627,3325,16,Low,35,0
Civil,2897,4655,23,Low,12,0
Criminal,2618,2903,11,Low,42,0
Tax,2221,468,24,Critical,59,0
Family,2665,3330,22,High,40,0
Tax,686,4605,39,Medium,93,0
Civil,1912,1925,15,Critical,77,0
Criminal,2422,4579,49,Medium,105,0
Family,2773,4429,15,Medium,91,0
Civil,1826,3271,10,Low,19,0
Tax,297,404,28,Medium,31,0
Civil,2246,314,36,Medium,72,0
Criminal,1792,1258,17,Critical,63,0
Property,2110,4877,36,Low,60,0
Civil,406,2836,22,Medium,90,0
Civil,1615,1118,23,Medium,115,0
Tax,1493,1757,29,Medium,13,0
Tax,2470,2209,22,High,46,0
Family,518,2785,11,High,80,0
Tax,751,1242,36,Low,72,0
Corporate,975,3262,44,Critical,60,0
Criminal,2116,3919,29,Low,17,0
Criminal,1665,4343,42,High,10,0
Property,1070,430,32,Low,17,0
Property,2303,3019,14,Critical,92,0
Criminal,2144,2965,18,Low,90,0
Property,1707,4806,38,Medium,114,0
Family,2912,897,37,Critical,64,0
Tax,1028,806,34,Critical,18,0
Criminal,1807,2129,45,Critical,60,0
Property,2314,2006,23,Low,25,0
Criminal,986,898,32,Low,62,0
Corporate,2996,1627,46,Medium,68,0
Civil,1619,2423,3,Critical,54,0
Tax,1191,90,43,Medium,46,0
Criminal,2550,2330,22,Critical,100,0
Civil,1898,4421,23,High,75,0
Property,582,3315,4,Low,73,0
Civil,1663,781,13,Medium,45,0
Tax,724,4703,32,Low,85,0
Criminal,346,2141,29,Low,59,0
Corporate,2675,3602,40,High,108,0
Property,797,4217,40,High,104,0
Criminal,2963,1649,45,Critical,62,0
Tax,2638,4308,10,High,66,0
Property,2001,1105,13,Critical,28,0
Family,2335,2477,45,High,35,0
Civil,1533,4415,17,High,109,0
Tax,2834,3286,38,Medium,77,0
Family,152,473,2,High,52,0
Criminal,2419,2641,17,Medium,104,0
Corporate,1898,638,44,High,67,0
Property,1701,656,26,Medium,86,0
Civil,1112,2368,38,Low,116,0
Property,1758,4894,37,Critical,112,0
Criminal,2337,3056,5,High,68,0
Property,2026,2269,25,Medium,55,0
Civil,2172,2741,9,High,77,0
